Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"À l' un des plus grands orateurs qui honorent l' Angleterre, succédait donc ce Phileas Fogg, personnage énigmatique, dont on ne savait rien, sinon que c' était un fort galant homme et l' un des plus beaux gentlemen de la haute société anglaise.",qui,honorent,l' Angleterre,nsubj,acl:relcl,obj,8,9,11,[8],"[10, 11]",honorer,7,77,PER,1,1,2,['77'],[],['77'],[],[],[],[],True,False,False
"À l' un des plus grands orateurs qui honorent l' Angleterre, succédait donc ce Phileas Fogg, personnage énigmatique, dont on ne savait rien, sinon que c' était un fort galant homme et l' un des plus beaux gentlemen de la haute société anglaise.",NaN,succédait,À l' un des plus grands orateurs,NaN,root,obl:mod,,13,3,[],"[1, 2, 3, 4, 5, 6, 7]",succéder,0,_,_,1,1,2,[],['77'],['77'],[],[],[],[],True,False,False
"À l' un des plus grands orateurs qui honorent l' Angleterre, succédait donc ce Phileas Fogg, personnage énigmatique, dont on ne savait rien, sinon que c' était un fort galant homme et l' un des plus beaux gentlemen de la haute société anglaise.",NaN,succédait,ce Phileas Fogg personnage énigmatique sinon que c' était un fort galant homme et l' un des plus beaux gentlemen de la haute société anglaise,NaN,root,obj,,13,16,[],"[15, 16, 17, 19, 20, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",succéder,0,_,_,1,1,2,[],['0'],['0'],[],[],[],[],True,False,False
"À l' un des plus grands orateurs qui honorent l' Angleterre, succédait donc ce Phileas Fogg, personnage énigmatique, dont on ne savait rien, sinon que c' était un fort galant homme et l' un des plus beaux gentlemen de la haute société anglaise.",on,savait,rien,nsubj,acl:relcl,obj,23,25,26,[23],[26],savoir,16,_,_,1,1,2,[],[],[],[],[],[],[],False,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",On,disait,NaN,nsubj,root,NaN,1,2,,[1],[],dire,0,_,_,2,2,3,[],[],[],[],[],[],[],False,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",il,ressemblait,à Byron,nsubj,ccomp,obl:arg,4,5,7,[4],"[6, 7]",ressembler,2,_,_,2,2,3,['0'],[],['0'],[],[],[],[],True,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",il,ressemblait,-,nsubj,ccomp,obj,4,5,8,[4],[8],ressembler,2,_,_,2,2,3,['0'],[],['0'],[],[],[],[],True,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",il,ressemblait,par la tête,nsubj,ccomp,obl:mod,4,5,11,[4],"[9, 10, 11]",ressembler,2,_,_,2,2,3,['0'],[],['0'],[],[],[],[],True,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",il,ressemblait,quant aux pieds,nsubj,ccomp,obl:mod,4,5,19,[4],"[17, 18, 19]",ressembler,2,_,_,2,2,3,['0'],[],['0'],[],[],[],[],True,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",il,ressemblait,-,nsubj,ccomp,obj,4,5,20,[4],[20],ressembler,2,_,_,2,2,3,['0'],[],['0'],[],[],[],[],True,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",qui,vécu,mille ans,nsubj,acl:relcl,obj,35,37,39,[35],"[38, 39]",vivre,32,_,_,2,2,3,[],[],[],[],[],[],[],False,False,False
"On disait qu' il ressemblait à Byron - par la tête, car il était irréprochable quant aux pieds -, mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.",qui,vieillir,NaN,nsubj,advcl,NaN,35,41,,[35],[],vieillir,37,_,_,2,2,3,[],[],[],[],[],[],[],False,False,False
"Anglais, à coup sûr, Phileas Fogg n' était peut-être pas Londonner.",Phileas Fogg,Londonner,NaN,nsubj,xcomp,NaN,7,13,,"[7, 8]",[],londonner,10,_,_,3,3,4,['0'],[],['0'],[],[],[],[],True,False,False
"On ne l' avait jamais vu ni à la Bourse, ni à la Banque, ni dans aucun des comptoirs de la Cité.",On,vu,l',nsubj,root,obj,1,6,3,[1],[3],voir,0,_,_,4,3,5,[],['0'],['0'],[],[],[],[],True,False,False
Ni les bassins ni les docks de Londres n' avaient jamais reçu un navire ayant pour armateur Phileas Fogg.,les bassins ni les docks de Londres,reçu,un navire,nsubj,root,obj,3,12,14,"[2, 3, 4, 5, 6, 7, 8]","[13, 14]",recevoir,0,_,_,5,3,6,[],[],[],[],[],[],[],False,False,False
Ni les bassins ni les docks de Londres n' avaient jamais reçu un navire ayant pour armateur Phileas Fogg.,NaN,ayant,Phileas Fogg,NaN,acl,obj,,15,18,[],"[18, 19]",avoir,14,_,_,5,3,6,[],['0'],['0'],[],[],[],[],True,False,False
Ce gentleman ne figurait dans aucun comité d' administration.,Ce gentleman,figurait,dans aucun comité d' administration,nsubj,root,obl:arg,2,4,7,"[1, 2]","[5, 6, 7, 8, 9]",figurer,0,_,_,6,3,7,['0'],[],['0'],[],[],[],[],True,False,False
"Son nom n' avait jamais retenti dans un collège d' avocats, ni au Temple, ni à Lincoln' s - inn, ni à Gray' s - inn.",Son nom,retenti,dans un collège d' avocats ni au Temple ni à Lincoln' s - inn ni à Gray' s - inn,nsubj,root,obl:mod,2,6,9,"[1, 2]","[7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29]",retentir,0,_,_,7,3,8,['0'],[],['0'],[],[],[],[],True,False,False
"Jamais il ne plaida ni à la Cour du chancelier, ni au Banc de la Reine, ni à l' Échiquier, ni en Cour ecclésiastique.",il,plaida,ni à la Cour du chancelier ni au Banc de la Reine ni à l' Échiquier ni en Cour ecclésiastique,nsubj,root,obj,2,4,8,[2],"[5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27]",plaider,0,_,_,8,3,9,['0'],[],['0'],[],[],[],[],True,False,False
"Il ne faisait partie ni de l' Institution royale de la Grande-Bretagne, ni de l' Institution de Londres, ni de l' Institution des Artisans, ni de l' Institution Russell, ni de l' Institution littéraire de l' Ouest, ni de l' Institution du Droit, ni de cette Institution des Arts et des Sciences réunis, qui est placée sous le patronage direct de Sa Gracieuse Majesté.",Il,faisait,partie,nsubj,root,obj,1,3,4,[1],[4],faire,0,_,_,10,3,11,['0'],[],['0'],[],[],[],[],True,False,False
"Il ne faisait partie ni de l' Institution royale de la Grande-Bretagne, ni de l' Institution de Londres, ni de l' Institution des Artisans, ni de l' Institution Russell, ni de l' Institution littéraire de l' Ouest, ni de l' Institution du Droit, ni de cette Institution des Arts et des Sciences réunis, qui est placée sous le patronage direct de Sa Gracieuse Majesté.",NaN,réunis,NaN,NaN,acl,NaN,,59,,[],[],réunir,55,_,_,10,3,11,[],[],[],[],[],[],[],False,False,False
"Il ne faisait partie ni de l' Institution royale de la Grande-Bretagne, ni de l' Institution de Londres, ni de l' Institution des Artisans, ni de l' Institution Russell, ni de l' Institution littéraire de l' Ouest, ni de l' Institution du Droit, ni de cette Institution des Arts et des Sciences réunis, qui est placée sous le patronage direct de Sa Gracieuse Majesté.",qui,placée,sous le patronage direct de Sa Gracieuse Majesté,nsubj:pass,acl:relcl,obl:arg,61,63,66,[61],"[64, 65, 66, 67, 68, 69, 70, 71]",placer,53,_,_,10,3,11,[],[],[],[],[],[],[],False,False,False
"Il n' appartenait enfin à aucune des nombreuses sociétés qui pullulent dans la capitale de l' Angleterre, depuis la Société de l' Armonica jusqu' à la Société entomologique, fondée principalement dans le but de détruire les insectes nuisibles.",NaN,appartenait,à aucune des nombreuses sociétés,NaN,root,obl:arg,,3,6,[],"[5, 6, 7, 8, 9]",appartenir,0,_,_,11,3,12,[],[],[],[],[],[],[],False,False,False
"Il n' appartenait enfin à aucune des nombreuses sociétés qui pullulent dans la capitale de l' Angleterre, depuis la Société de l' Armonica jusqu' à la Société entomologique, fondée principalement dans le but de détruire les insectes nuisibles.",qui,pullulent,dans la capitale de l' Angleterre,nsubj,acl:relcl,obl:mod,10,11,14,[10],"[12, 13, 14, 15, 16, 17]",pulluler,9,_,_,11,3,12,[],"['9', '8']","['9', '8']",[],[],[],[],True,False,False
"Il n' appartenait enfin à aucune des nombreuses sociétés qui pullulent dans la capitale de l' Angleterre, depuis la Société de l' Armonica jusqu' à la Société entomologique, fondée principalement dans le but de détruire les insectes nuisibles.",qui,pullulent,depuis la Société de l' Armonica jusqu' à la Société entomologique,nsubj,acl:relcl,obl:mod,10,11,21,[10],"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",pulluler,9,_,_,11,3,12,[],[],[],[],[],[],[],False,False,False
"Il n' appartenait enfin à aucune des nombreuses sociétés qui pullulent dans la capitale de l' Angleterre, depuis la Société de l' Armonica jusqu' à la Société entomologique, fondée principalement dans le but de détruire les insectes nuisibles.",NaN,fondée,dans le but,NaN,acl,obl:mod,,31,35,[],"[33, 34, 35]",fonder,28,_,_,11,3,12,[],[],[],[],[],[],[],False,False,False
"Il n' appartenait enfin à aucune des nombreuses sociétés qui pullulent dans la capitale de l' Angleterre, depuis la Société de l' Armonica jusqu' à la Société entomologique, fondée principalement dans le but de détruire les insectes nuisibles.",NaN,détruire,les insectes nuisibles,NaN,acl,obj,,37,39,[],"[38, 39, 40]",détruire,35,_,_,11,3,12,[],[],[],[],[],[],[],False,False,False
"Phileas Fogg était membre du Reform - Club, et voilà tout.",Phileas Fogg,voilà,NaN,nsubj,conj,NaN,1,11,,"[1, 2]",[],voilà,4,_,_,12,4,13,['0'],[],['0'],[],[],[],[],True,False,False
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",on,étonnerait,À qui,nsubj,advcl,obl:mod,21,4,2,[21],"[1, 2]",étonner,22,_,_,13,5,14,[],[],[],[],[],[],[],False,False,False
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",on,étonnerait,s',nsubj,advcl,expl:comp,21,4,3,[21],[3],étonner,22,_,_,13,5,14,[],[],[],[],[],[],[],False,False,False
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",on,étonnerait,de ce,nsubj,advcl,obl:arg,21,4,6,[21],"[5, 6]",étonner,22,_,_,13,5,14,[],[],[],[],[],[],[],False,False,False
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",un gentleman aussi mystérieux,comptât,parmi les membres de cette honorable association,nsubj,acl,obl:arg,9,12,15,"[8, 9, 10, 11]","[13, 14, 15, 16, 17, 18, 19]",compter,6,_,_,13,5,14,['0'],[],['0'],[],['3'],['3'],['FAC'],True,True,True
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",on,répondra,NaN,nsubj,root,NaN,21,22,,[21],[],répondre,0,_,_,13,5,14,[],[],[],[],[],[],[],False,False,False
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",il,passa,sur la recommandation de MM. Baring frères,nsubj,ccomp,obl:arg,24,25,28,[24],"[26, 27, 28, 29, 30, 31, 32]",passer,22,_,_,13,5,14,['0'],['46'],"['0', '46']",[],[],[],[],True,False,False
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",il,avait,chez lesquels,nsubj,acl:relcl,obl:mod,36,37,35,[36],"[34, 35]",avoir,30,_,_,13,5,14,['0'],['46'],"['0', '46']",[],[],[],[],True,False,False
"À qui s' étonnerait de ce qu' un gentleman aussi mystérieux comptât parmi les membres de cette honorable association, on répondra qu' il passa sur la recommandation de MM. Baring frères, chez lesquels il avait un crédit ouvert.",il,avait,un crédit ouvert,nsubj,acl:relcl,obj,36,37,39,[36],"[38, 39, 40]",avoir,30,_,_,13,5,14,['0'],[],['0'],[],[],[],[],True,False,False
"De là une certaine« surface», due à ce que ses chèques étaient régulièrement payés à vue par le débit de son compte courant invariablement créditeur.",ses chèques,payés,à vue,nsubj:pass,acl,obl:mod,14,17,19,"[13, 14]","[18, 19]",payer,11,_,_,14,5,15,['0'],[],['0'],[],[],[],[],True,False,False
"De là une certaine« surface», due à ce que ses chèques étaient régulièrement payés à vue par le débit de son compte courant invariablement créditeur.",ses chèques,payés,par le débit de son compte courant invariablement créditeur,nsubj:pass,acl,obl:agent,14,17,22,"[13, 14]","[20, 21, 22, 23, 24, 25, 26, 27, 28]",payer,11,_,_,14,5,15,['0'],['0'],['0'],[],[],[],[],True,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,fait,fortune,nsubj,advcl,obj,3,5,6,[3],[6],faire,68,_,_,17,6,18,['0'],[],['0'],[],[],[],[],True,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,fait,En tout cas,nsubj,advcl,obl:mod,3,5,37,[3],"[35, 36, 37]",faire,68,_,_,17,6,18,['0'],[],['0'],[],[],[],[],True,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,fait,de rien,nsubj,advcl,obl:arg,3,5,44,[3],"[43, 44]",faire,68,_,_,17,6,18,['0'],[],['0'],[],[],[],[],True,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",NaN,pouvaient,NaN,NaN,acl,NaN,,16,,[],[],pouvoir,10,_,_,17,6,18,[],[],[],[],[],[],[],False,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",NaN,dire,NaN,NaN,xcomp,NaN,,17,,[],[],dire,16,_,_,17,6,18,[],[],[],[],[],[],[],False,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,convînt,NaN,nsubj,acl:relcl,NaN,26,27,,[26],[],convenir,24,_,_,17,6,18,[],[],[],[],[],[],[],False,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,adresser,s',nsubj,xcomp,expl:comp,26,30,29,[26],[29],adresser,27,_,_,17,6,18,[],[],[],[],[],[],[],False,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,apprendre,l',nsubj,advcl,obj,26,33,32,[26],[32],apprendre,27,_,_,17,6,18,[],[],[],[],[],[],[],False,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,manquait,où,nsubj,conj,iobj,39,54,52,[39],[52],manquer,42,_,_,17,6,18,['0'],[],['0'],[],[],[],[],True,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,manquait,il,nsubj,conj,iobj,39,54,53,[39],[53],manquer,42,_,_,17,6,18,['0'],[],['0'],[],[],[],[],True,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,manquait,un appoint pour une chose noble utile ou généreuse,nsubj,conj,obj,39,54,56,[39],"[55, 56, 57, 58, 59, 60, 62, 63, 64]",manquer,42,_,_,17,6,18,['0'],[],['0'],[],[],[],[],True,False,False
"Mais comment il avait fait fortune, c' est ce que les mieux informés ne pouvaient dire, et Mr. Fogg était le dernier auquel il convînt de s' adresser pour l' apprendre. En tout cas, il n' était prodigue de rien, mais non avare, car partout où il manquait un appoint pour une chose noble, utile ou généreuse, il l' apportait silencieusement et même anonymement.",il,apportait,l',nsubj,root,obj,66,68,67,[66],[67],apporter,0,_,_,17,6,18,['0'],[],['0'],[],[],[],[],True,False,False
"Il parlait aussi peu que possible, et semblait d' autant plus mystérieux qu' il était silencieux.",Il,parlait,NaN,nsubj,root,NaN,1,2,,[1],[],parler,0,_,_,19,7,20,['0'],[],['0'],[],[],[],[],True,False,False
"Il parlait aussi peu que possible, et semblait d' autant plus mystérieux qu' il était silencieux.",Il,semblait,NaN,nsubj,conj,NaN,1,9,,[1],[],sembler,2,_,_,19,7,20,['0'],[],['0'],[],[],[],[],True,False,False
"Cependant sa vie était à jour, mais ce qu' il faisait était si mathématiquement toujours la même chose, que l' imagination, mécontente, cherchait au-delà.",il,faisait,qu',nsubj,acl:relcl,obj,11,12,10,[11],[10],faire,9,_,_,20,7,21,['0'],[],['0'],[],[],[],[],True,False,False
"Cependant sa vie était à jour, mais ce qu' il faisait était si mathématiquement toujours la même chose, que l' imagination, mécontente, cherchait au-delà.",l' imagination mécontente,cherchait,au-delà,nsubj,dep,obl:arg,23,27,28,"[22, 23, 25]",[28],chercher,19,_,_,20,7,21,[],[],[],[],[],[],[],False,False,False
Avait -il voyagé?,-il,voyagé,NaN,nsubj,root,NaN,2,3,,[2],[],voyager,0,_,_,21,8,22,['0'],[],['0'],[],[],[],[],True,False,False
"C' était probable, car personne ne possédait mieux que lui la carte du monde.",personne,possédait,la carte du monde,nsubj,conj,obj,6,8,13,[6],"[12, 13, 14, 15]",posséder,3,_,_,22,8,23,[],[],[],[],[],[],[],False,False,False
Il n' était endroit si reculé dont il ne parût avoir une connaissance spéciale.,il,parût,dont,nsubj,acl:relcl,iobj,8,10,7,[8],[7],paraître,4,_,_,23,8,24,['0'],[],['0'],[],[],[],[],True,False,False
Il n' était endroit si reculé dont il ne parût avoir une connaissance spéciale.,il,avoir,une connaissance spéciale,nsubj,xcomp,obj,8,11,13,[8],"[12, 13, 14]",avoir,10,_,_,23,8,24,['0'],[],['0'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",il,redressait,en peu de mots brefs et clairs,nsubj,root,obl:mod,13,14,5,[13],"[4, 5, 6, 7, 9, 10, 11]",redresser,0,_,_,24,8,25,['0'],[],['0'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",il,redressait,les mille propos,nsubj,root,obj,13,14,17,[13],"[15, 16, 17]",redresser,0,_,_,24,8,25,['0'],['28'],"['0', '28']",[],[],[],[],True,False,False
